timestamp,hour,day,count
2024-03-01 09:00:00,9,4,86.0
2024-03-01 09:05:00,9,4,67.0
2024-03-01 09:10:00,9,4,97.0
2024-03-01 09:15:00,9,4,77.0
2024-03-01 09:20:00,9,4,75.0
2024-03-01 09:25:00,9,4,74.0
2024-03-01 09:30:00,9,4,66.0
2024-03-01 09:35:00,9,4,74.0
2024-03-01 09:40:00,9,4,84.0
2024-03-01 09:45:00,9,4,68.0
2024-03-01 09:50:00,9,4,78.0
2024-03-01 09:55:00,9,4,67.0
2024-03-01 10:00:00,10,4,64.0
2024-03-01 10:05:00,10,4,75.0
2024-03-01 10:10:00,10,4,63.0
2024-03-01 10:15:00,10,4,86.0
2024-03-01 10:20:00,10,4,68.0
2024-03-01 10:25:00,10,4,79.0
2024-03-01 10:30:00,10,4,73.0
2024-03-01 10:35:00,10,4,62.0
2024-03-01 10:40:00,10,4,50.0
2024-03-01 10:45:00,10,4,72.0
2024-03-01 10:50:00,10,4,60.0
2024-03-01 10:55:00,10,4,70.0
2024-03-01 11:00:00,11,4,55.0
2024-03-01 11:05:00,11,4,58.0
2024-03-01 11:10:00,11,4,56.0
2024-03-01 11:15:00,11,4,50.0
2024-03-01 11:20:00,11,4,71.0
2024-03-01 11:25:00,11,4,58.0
2024-03-01 11:30:00,11,4,34.0
2024-03-01 11:35:00,11,4,62.0
2024-03-01 11:40:00,11,4,48.0
2024-03-01 11:45:00,11,4,60.0
2024-03-01 11:50:00,11,4,49.0
2024-03-01 11:55:00,11,4,51.0
2024-03-01 12:00:00,12,4,25.0
2024-03-01 12:05:00,12,4,14.0
2024-03-01 12:10:00,12,4,17.0
2024-03-01 12:15:00,12,4,40.0
2024-03-01 12:20:00,12,4,24.0
2024-03-01 12:25:00,12,4,28.0
2024-03-01 12:30:00,12,4,18.0
2024-03-01 12:35:00,12,4,32.0
2024-03-01 12:40:00,12,4,41.0
2024-03-01 12:45:00,12,4,29.0
2024-03-01 12:50:00,12,4,19.0
2024-03-01 12:55:00,12,4,32.0
2024-03-01 13:00:00,13,4,14.0
2024-03-01 13:05:00,13,4,20.0
2024-03-01 13:10:00,13,4,28.0
2024-03-01 13:15:00,13,4,23.0
2024-03-01 13:20:00,13,4,17.0
2024-03-01 13:25:00,13,4,11.0
2024-03-01 13:30:00,13,4,9.0
2024-03-01 13:35:00,13,4,32.0
2024-03-01 13:40:00,13,4,30.0
2024-03-01 13:45:00,13,4,16.0
2024-03-01 13:50:00,13,4,20.0
2024-03-01 13:55:00,13,4,26.0
2024-03-01 14:00:00,14,4,25.0
2024-03-01 14:05:00,14,4,29.0
2024-03-01 14:10:00,14,4,42.0
2024-03-01 14:15:00,14,4,41.0
2024-03-01 14:20:00,14,4,6.0
2024-03-01 14:25:00,14,4,14.0
2024-03-01 14:30:00,14,4,17.0
2024-03-01 14:35:00,14,4,6.0
2024-03-01 14:40:00,14,4,25.0
2024-03-01 14:45:00,14,4,22.0
2024-03-01 14:50:00,14,4,14.0
2024-03-01 14:55:00,14,4,33.0
2024-03-01 15:00:00,15,4,35.0
2024-03-01 15:05:00,15,4,47.0
2024-03-01 15:10:00,15,4,48.0
2024-03-01 15:15:00,15,4,48.0
2024-03-01 15:20:00,15,4,48.0
2024-03-01 15:25:00,15,4,33.0
2024-03-01 15:30:00,15,4,41.0
2024-03-01 15:35:00,15,4,38.0
2024-03-01 15:40:00,15,4,28.0
2024-03-01 15:45:00,15,4,37.0
2024-03-01 15:50:00,15,4,41.0
2024-03-01 15:55:00,15,4,49.0
2024-03-01 16:00:00,16,4,66.0
2024-03-01 16:05:00,16,4,70.0
2024-03-01 16:10:00,16,4,68.0
2024-03-01 16:15:00,16,4,89.0
2024-03-01 16:20:00,16,4,83.0
2024-03-01 16:25:00,16,4,71.0
2024-03-01 16:30:00,16,4,62.0
2024-03-01 16:35:00,16,4,68.0
2024-03-01 16:40:00,16,4,88.0
2024-03-01 16:45:00,16,4,58.0
2024-03-01 16:50:00,16,4,65.0
2024-03-01 16:55:00,16,4,69.0
2024-03-01 17:00:00,17,4,106.0
2024-03-01 17:05:00,17,4,115.0
2024-03-01 17:10:00,17,4,114.0
2024-03-01 17:15:00,17,4,106.0
2024-03-01 17:20:00,17,4,80.0
2024-03-01 17:25:00,17,4,117.0
2024-03-01 17:30:00,17,4,109.0
2024-03-01 17:35:00,17,4,103.0
2024-03-01 17:40:00,17,4,91.0
2024-03-01 17:45:00,17,4,98.0
2024-03-01 17:50:00,17,4,205.0
2024-03-01 17:55:00,17,4,222.0
2024-03-01 18:00:00,18,4,247.0
2024-03-01 18:05:00,18,4,222.0
2024-03-01 18:10:00,18,4,237.0
2024-03-01 18:15:00,18,4,224.0
2024-03-01 18:20:00,18,4,238.0
2024-03-01 18:25:00,18,4,242.0
2024-03-01 18:30:00,18,4,219.0
2024-03-01 18:35:00,18,4,220.0
2024-03-01 18:40:00,18,4,238.0
2024-03-01 18:45:00,18,4,236.0
2024-03-01 18:50:00,18,4,252.0
2024-03-01 18:55:00,18,4,208.0
2024-03-01 19:00:00,19,4,229.0
2024-03-01 19:05:00,19,4,209.0
2024-03-01 19:10:00,19,4,226.0
2024-03-01 19:15:00,19,4,216.0
2024-03-01 19:20:00,19,4,222.0
2024-03-01 19:25:00,19,4,222.0
2024-03-01 19:30:00,19,4,234.0
2024-03-01 19:35:00,19,4,98.0
2024-03-01 19:40:00,19,4,104.0
2024-03-01 19:45:00,19,4,98.0
2024-03-01 19:50:00,19,4,87.0
2024-03-01 19:55:00,19,4,110.0
2024-03-01 20:00:00,20,4,68.0
2024-03-01 20:05:00,20,4,88.0
2024-03-01 20:10:00,20,4,79.0
2024-03-01 20:15:00,20,4,78.0
2024-03-01 20:20:00,20,4,85.0
2024-03-01 20:25:00,20,4,76.0
2024-03-01 20:30:00,20,4,64.0
2024-03-01 20:35:00,20,4,76.0
2024-03-01 20:40:00,20,4,64.0
2024-03-01 20:45:00,20,4,78.0
2024-03-01 20:50:00,20,4,61.0
2024-03-01 20:55:00,20,4,73.0
2024-03-01 21:00:00,21,4,44.0
2024-03-01 21:05:00,21,4,28.0
2024-03-01 21:10:00,21,4,40.0
2024-03-01 21:15:00,21,4,39.0
2024-03-01 21:20:00,21,4,48.0
2024-03-01 21:25:00,21,4,39.0
2024-03-01 21:30:00,21,4,37.0
2024-03-01 21:35:00,21,4,45.0
2024-03-01 21:40:00,21,4,33.0
2024-03-01 21:45:00,21,4,40.0
2024-03-01 21:50:00,21,4,40.0
2024-03-01 21:55:00,21,4,62.0
2024-03-01 22:00:00,22,4,0.0
2024-03-01 22:05:00,22,4,25.0
2024-03-01 22:10:00,22,4,10.0
2024-03-01 22:15:00,22,4,23.0
2024-03-01 22:20:00,22,4,0.0
2024-03-01 22:25:00,22,4,13.0
2024-03-01 22:30:00,22,4,15.0
2024-03-01 22:35:00,22,4,12.0
2024-03-01 22:40:00,22,4,17.0
2024-03-01 22:45:00,22,4,12.0
2024-03-01 22:50:00,22,4,14.0
2024-03-01 22:55:00,22,4,7.0
2024-03-01 23:00:00,23,4,6.0
2024-03-01 23:05:00,23,4,7.0
2024-03-01 23:10:00,23,4,3.0
2024-03-01 23:15:00,23,4,13.0
2024-03-01 23:20:00,23,4,11.0
2024-03-01 23:25:00,23,4,1.0
2024-03-01 23:30:00,23,4,14.0
2024-03-01 23:35:00,23,4,23.0
2024-03-01 23:40:00,23,4,8.0
2024-03-01 23:45:00,23,4,14.0
2024-03-01 23:50:00,23,4,2.0
2024-03-01 23:55:00,23,4,14.0
2024-03-02 00:00:00,0,5,17.0
2024-03-02 00:05:00,0,5,0.0
2024-03-02 00:10:00,0,5,0.0
2024-03-02 00:15:00,0,5,0.0
2024-03-02 00:20:00,0,5,0.0
2024-03-02 00:25:00,0,5,0.0
2024-03-02 00:30:00,0,5,8.0
2024-03-02 00:35:00,0,5,7.0
2024-03-02 00:40:00,0,5,10.0
2024-03-02 00:45:00,0,5,0.0
2024-03-02 00:50:00,0,5,0.0
2024-03-02 00:55:00,0,5,0.0
2024-03-02 01:00:00,1,5,1.0
2024-03-02 01:05:00,1,5,2.0
2024-03-02 01:10:00,1,5,0.0
2024-03-02 01:15:00,1,5,0.0
2024-03-02 01:20:00,1,5,0.0
2024-03-02 01:25:00,1,5,13.0
2024-03-02 01:30:00,1,5,0.0
2024-03-02 01:35:00,1,5,11.0
2024-03-02 01:40:00,1,5,9.0
2024-03-02 01:45:00,1,5,0.0
2024-03-02 01:50:00,1,5,13.0
2024-03-02 01:55:00,1,5,11.0
2024-03-02 02:00:00,2,5,0.0
2024-03-02 02:05:00,2,5,0.0
2024-03-02 02:10:00,2,5,14.0
2024-03-02 02:15:00,2,5,6.0
2024-03-02 02:20:00,2,5,18.0
2024-03-02 02:25:00,2,5,0.0
2024-03-02 02:30:00,2,5,18.0
2024-03-02 02:35:00,2,5,0.0
2024-03-02 02:40:00,2,5,10.0
2024-03-02 02:45:00,2,5,15.0
2024-03-02 02:50:00,2,5,0.0
2024-03-02 02:55:00,2,5,1.0
2024-03-02 03:00:00,3,5,0.0
2024-03-02 03:05:00,3,5,23.0
2024-03-02 03:10:00,3,5,0.0
2024-03-02 03:15:00,3,5,0.0
2024-03-02 03:20:00,3,5,0.0
2024-03-02 03:25:00,3,5,0.0
2024-03-02 03:30:00,3,5,25.0
2024-03-02 03:35:00,3,5,0.0
2024-03-02 03:40:00,3,5,0.0
2024-03-02 03:45:00,3,5,12.0
2024-03-02 03:50:00,3,5,24.0
2024-03-02 03:55:00,3,5,5.0
2024-03-02 04:00:00,4,5,4.0
2024-03-02 04:05:00,4,5,15.0
2024-03-02 04:10:00,4,5,0.0
2024-03-02 04:15:00,4,5,7.0
2024-03-02 04:20:00,4,5,10.0
2024-03-02 04:25:00,4,5,15.0
2024-03-02 04:30:00,4,5,7.0
2024-03-02 04:35:00,4,5,0.0
2024-03-02 04:40:00,4,5,25.0
2024-03-02 04:45:00,4,5,26.0
2024-03-02 04:50:00,4,5,0.0
2024-03-02 04:55:00,4,5,11.0
2024-03-02 05:00:00,5,5,15.0
2024-03-02 05:05:00,5,5,15.0
2024-03-02 05:10:00,5,5,8.0
2024-03-02 05:15:00,5,5,7.0
2024-03-02 05:20:00,5,5,19.0
2024-03-02 05:25:00,5,5,3.0
2024-03-02 05:30:00,5,5,21.0
2024-03-02 05:35:00,5,5,16.0
2024-03-02 05:40:00,5,5,34.0
2024-03-02 05:45:00,5,5,14.0
2024-03-02 05:50:00,5,5,9.0
2024-03-02 05:55:00,5,5,9.0
2024-03-02 06:00:00,6,5,27.0
2024-03-02 06:05:00,6,5,40.0
2024-03-02 06:10:00,6,5,26.0
2024-03-02 06:15:00,6,5,15.0
2024-03-02 06:20:00,6,5,44.0
2024-03-02 06:25:00,6,5,32.0
2024-03-02 06:30:00,6,5,26.0
2024-03-02 06:35:00,6,5,23.0
2024-03-02 06:40:00,6,5,31.0
2024-03-02 06:45:00,6,5,29.0
2024-03-02 06:50:00,6,5,33.0
2024-03-02 06:55:00,6,5,28.0
2024-03-02 07:00:00,7,5,72.0
2024-03-02 07:05:00,7,5,64.0
2024-03-02 07:10:00,7,5,54.0
2024-03-02 07:15:00,7,5,61.0
2024-03-02 07:20:00,7,5,62.0
2024-03-02 07:25:00,7,5,76.0
2024-03-02 07:30:00,7,5,59.0
2024-03-02 07:35:00,7,5,71.0
2024-03-02 07:40:00,7,5,41.0
2024-03-02 07:45:00,7,5,59.0
2024-03-02 07:50:00,7,5,50.0
2024-03-02 07:55:00,7,5,69.0
2024-03-02 08:00:00,8,5,97.0
2024-03-02 08:05:00,8,5,104.0
2024-03-02 08:10:00,8,5,91.0
2024-03-02 08:15:00,8,5,101.0
2024-03-02 08:20:00,8,5,91.0
2024-03-02 08:25:00,8,5,100.0
2024-03-02 08:30:00,8,5,89.0
2024-03-02 08:35:00,8,5,87.0
2024-03-02 08:40:00,8,5,80.0
2024-03-02 08:45:00,8,5,83.0
2024-03-02 08:50:00,8,5,96.0
2024-03-02 08:55:00,8,5,95.0
2024-03-02 09:00:00,9,5,103.0
2024-03-02 09:05:00,9,5,98.0
2024-03-02 09:10:00,9,5,121.0
2024-03-02 09:15:00,9,5,114.0
2024-03-02 09:20:00,9,5,110.0
2024-03-02 09:25:00,9,5,97.0
2024-03-02 09:30:00,9,5,102.0
2024-03-02 09:35:00,9,5,109.0
2024-03-02 09:40:00,9,5,100.0
2024-03-02 09:45:00,9,5,117.0
2024-03-02 09:50:00,9,5,107.0
2024-03-02 09:55:00,9,5,105.0
2024-03-02 10:00:00,10,5,99.0
2024-03-02 10:05:00,10,5,86.0
2024-03-02 10:10:00,10,5,93.0
2024-03-02 10:15:00,10,5,80.0
2024-03-02 10:20:00,10,5,94.0
2024-03-02 10:25:00,10,5,99.0
2024-03-02 10:30:00,10,5,91.0
2024-03-02 10:35:00,10,5,91.0
2024-03-02 10:40:00,10,5,86.0
2024-03-02 10:45:00,10,5,96.0
2024-03-02 10:50:00,10,5,87.0
2024-03-02 10:55:00,10,5,88.0
2024-03-02 11:00:00,11,5,68.0
2024-03-02 11:05:00,11,5,49.0
2024-03-02 11:10:00,11,5,68.0
2024-03-02 11:15:00,11,5,70.0
2024-03-02 11:20:00,11,5,67.0
2024-03-02 11:25:00,11,5,71.0
2024-03-02 11:30:00,11,5,58.0
2024-03-02 11:35:00,11,5,62.0
2024-03-02 11:40:00,11,5,67.0
2024-03-02 11:45:00,11,5,82.0
2024-03-02 11:50:00,11,5,50.0
2024-03-02 11:55:00,11,5,72.0
2024-03-02 12:00:00,12,5,45.0
2024-03-02 12:05:00,12,5,22.0
2024-03-02 12:10:00,12,5,38.0
2024-03-02 12:15:00,12,5,35.0
2024-03-02 12:20:00,12,5,42.0
2024-03-02 12:25:00,12,5,44.0
2024-03-02 12:30:00,12,5,41.0
2024-03-02 12:35:00,12,5,29.0
2024-03-02 12:40:00,12,5,32.0
2024-03-02 12:45:00,12,5,41.0
2024-03-02 12:50:00,12,5,29.0
2024-03-02 12:55:00,12,5,37.0
2024-03-02 13:00:00,13,5,12.0
2024-03-02 13:05:00,13,5,12.0
2024-03-02 13:10:00,13,5,9.0
2024-03-02 13:15:00,13,5,25.0
2024-03-02 13:20:00,13,5,12.0
2024-03-02 13:25:00,13,5,8.0
2024-03-02 13:30:00,13,5,27.0
2024-03-02 13:35:00,13,5,23.0
2024-03-02 13:40:00,13,5,9.0
2024-03-02 13:45:00,13,5,23.0
2024-03-02 13:50:00,13,5,34.0
2024-03-02 13:55:00,13,5,32.0
2024-03-02 14:00:00,14,5,24.0
2024-03-02 14:05:00,14,5,41.0
2024-03-02 14:10:00,14,5,32.0
2024-03-02 14:15:00,14,5,12.0
2024-03-02 14:20:00,14,5,22.0
2024-03-02 14:25:00,14,5,45.0
2024-03-02 14:30:00,14,5,21.0
2024-03-02 14:35:00,14,5,18.0
2024-03-02 14:40:00,14,5,15.0
2024-03-02 14:45:00,14,5,17.0
2024-03-02 14:50:00,14,5,11.0
2024-03-02 14:55:00,14,5,16.0
2024-03-02 15:00:00,15,5,54.0
2024-03-02 15:05:00,15,5,54.0
2024-03-02 15:10:00,15,5,58.0
2024-03-02 15:15:00,15,5,59.0
2024-03-02 15:20:00,15,5,38.0
2024-03-02 15:25:00,15,5,49.0
2024-03-02 15:30:00,15,5,57.0
2024-03-02 15:35:00,15,5,56.0
2024-03-02 15:40:00,15,5,50.0
2024-03-02 15:45:00,15,5,43.0
2024-03-02 15:50:00,15,5,49.0
2024-03-02 15:55:00,15,5,54.0
2024-03-02 16:00:00,16,5,95.0
2024-03-02 16:05:00,16,5,98.0
2024-03-02 16:10:00,16,5,101.0
2024-03-02 16:15:00,16,5,92.0
2024-03-02 16:20:00,16,5,79.0
2024-03-02 16:25:00,16,5,95.0
2024-03-02 16:30:00,16,5,84.0
2024-03-02 16:35:00,16,5,97.0
2024-03-02 16:40:00,16,5,96.0
2024-03-02 16:45:00,16,5,93.0
2024-03-02 16:50:00,16,5,89.0
2024-03-02 16:55:00,16,5,85.0
2024-03-02 17:00:00,17,5,130.0
2024-03-02 17:05:00,17,5,129.0
2024-03-02 17:10:00,17,5,131.0
2024-03-02 17:15:00,17,5,137.0
2024-03-02 17:20:00,17,5,134.0
2024-03-02 17:25:00,17,5,123.0
2024-03-02 17:30:00,17,5,136.0
2024-03-02 17:35:00,17,5,136.0
2024-03-02 17:40:00,17,5,141.0
2024-03-02 17:45:00,17,5,145.0
2024-03-02 17:50:00,17,5,155.0
2024-03-02 17:55:00,17,5,138.0
2024-03-02 18:00:00,18,5,164.0
2024-03-02 18:05:00,18,5,160.0
2024-03-02 18:10:00,18,5,149.0
2024-03-02 18:15:00,18,5,159.0
2024-03-02 18:20:00,18,5,158.0
2024-03-02 18:25:00,18,5,184.0
2024-03-02 18:30:00,18,5,172.0
2024-03-02 18:35:00,18,5,168.0
2024-03-02 18:40:00,18,5,157.0
2024-03-02 18:45:00,18,5,151.0
2024-03-02 18:50:00,18,5,155.0
2024-03-02 18:55:00,18,5,161.0
2024-03-02 19:00:00,19,5,113.0
2024-03-02 19:05:00,19,5,160.0
2024-03-02 19:10:00,19,5,132.0
2024-03-02 19:15:00,19,5,152.0
2024-03-02 19:20:00,19,5,153.0
2024-03-02 19:25:00,19,5,138.0
2024-03-02 19:30:00,19,5,132.0
2024-03-02 19:35:00,19,5,124.0
2024-03-02 19:40:00,19,5,148.0
2024-03-02 19:45:00,19,5,144.0
2024-03-02 19:50:00,19,5,135.0
2024-03-02 19:55:00,19,5,151.0
2024-03-02 20:00:00,20,5,107.0
2024-03-02 20:05:00,20,5,93.0
2024-03-02 20:10:00,20,5,90.0
2024-03-02 20:15:00,20,5,104.0
2024-03-02 20:20:00,20,5,86.0
2024-03-02 20:25:00,20,5,80.0
2024-03-02 20:30:00,20,5,100.0
2024-03-02 20:35:00,20,5,96.0
2024-03-02 20:40:00,20,5,93.0
2024-03-02 20:45:00,20,5,97.0
2024-03-02 20:50:00,20,5,118.0
2024-03-02 20:55:00,20,5,101.0
2024-03-02 21:00:00,21,5,36.0
2024-03-02 21:05:00,21,5,58.0
2024-03-02 21:10:00,21,5,75.0
2024-03-02 21:15:00,21,5,32.0
2024-03-02 21:20:00,21,5,53.0
2024-03-02 21:25:00,21,5,52.0
2024-03-02 21:30:00,21,5,57.0
2024-03-02 21:35:00,21,5,50.0
2024-03-02 21:40:00,21,5,61.0
2024-03-02 21:45:00,21,5,52.0
2024-03-02 21:50:00,21,5,42.0
2024-03-02 21:55:00,21,5,49.0
2024-03-02 22:00:00,22,5,30.0
2024-03-02 22:05:00,22,5,35.0
2024-03-02 22:10:00,22,5,21.0
2024-03-02 22:15:00,22,5,31.0
2024-03-02 22:20:00,22,5,13.0
2024-03-02 22:25:00,22,5,25.0
2024-03-02 22:30:00,22,5,19.0
2024-03-02 22:35:00,22,5,5.0
2024-03-02 22:40:00,22,5,45.0
2024-03-02 22:45:00,22,5,9.0
2024-03-02 22:50:00,22,5,37.0
2024-03-02 22:55:00,22,5,21.0
2024-03-02 23:00:00,23,5,0.0
2024-03-02 23:05:00,23,5,4.0
2024-03-02 23:10:00,23,5,2.0
2024-03-02 23:15:00,23,5,1.0
2024-03-02 23:20:00,23,5,0.0
2024-03-02 23:25:00,23,5,11.0
2024-03-02 23:30:00,23,5,0.0
2024-03-02 23:35:00,23,5,26.0
2024-03-02 23:40:00,23,5,12.0
2024-03-02 23:45:00,23,5,8.0
2024-03-02 23:50:00,23,5,5.0
2024-03-02 23:55:00,23,5,9.0
2024-03-03 00:00:00,0,6,0.0
2024-03-03 00:05:00,0,6,0.0
2024-03-03 00:10:00,0,6,0.0
2024-03-03 00:15:00,0,6,0.0
2024-03-03 00:20:00,0,6,17.0
2024-03-03 00:25:00,0,6,20.0
2024-03-03 00:30:00,0,6,8.0
2024-03-03 00:35:00,0,6,3.0
2024-03-03 00:40:00,0,6,0.0
2024-03-03 00:45:00,0,6,0.0
2024-03-03 00:50:00,0,6,0.0
2024-03-03 00:55:00,0,6,9.0
2024-03-03 01:00:00,1,6,10.0
2024-03-03 01:05:00,1,6,0.0
2024-03-03 01:10:00,1,6,8.0
2024-03-03 01:15:00,1,6,2.0
2024-03-03 01:20:00,1,6,0.0
2024-03-03 01:25:00,1,6,0.0
2024-03-03 01:30:00,1,6,8.0
2024-03-03 01:35:00,1,6,0.0
2024-03-03 01:40:00,1,6,4.0
2024-03-03 01:45:00,1,6,0.0
2024-03-03 01:50:00,1,6,15.0
2024-03-03 01:55:00,1,6,0.0
2024-03-03 02:00:00,2,6,0.0
2024-03-03 02:05:00,2,6,0.0
2024-03-03 02:10:00,2,6,0.0
2024-03-03 02:15:00,2,6,0.0
2024-03-03 02:20:00,2,6,0.0
2024-03-03 02:25:00,2,6,9.0
2024-03-03 02:30:00,2,6,2.0
2024-03-03 02:35:00,2,6,0.0
2024-03-03 02:40:00,2,6,0.0
2024-03-03 02:45:00,2,6,3.0
2024-03-03 02:50:00,2,6,0.0
2024-03-03 02:55:00,2,6,0.0
2024-03-03 03:00:00,3,6,0.0
2024-03-03 03:05:00,3,6,1.0
2024-03-03 03:10:00,3,6,11.0
2024-03-03 03:15:00,3,6,0.0
2024-03-03 03:20:00,3,6,2.0
2024-03-03 03:25:00,3,6,0.0
2024-03-03 03:30:00,3,6,0.0
2024-03-03 03:35:00,3,6,16.0
2024-03-03 03:40:00,3,6,1.0
2024-03-03 03:45:00,3,6,0.0
2024-03-03 03:50:00,3,6,2.0
2024-03-03 03:55:00,3,6,0.0
2024-03-03 04:00:00,4,6,5.0
2024-03-03 04:05:00,4,6,0.0
2024-03-03 04:10:00,4,6,0.0
2024-03-03 04:15:00,4,6,24.0
2024-03-03 04:20:00,4,6,14.0
2024-03-03 04:25:00,4,6,0.0
2024-03-03 04:30:00,4,6,23.0
2024-03-03 04:35:00,4,6,10.0
2024-03-03 04:40:00,4,6,1.0
2024-03-03 04:45:00,4,6,11.0
2024-03-03 04:50:00,4,6,6.0
2024-03-03 04:55:00,4,6,7.0
2024-03-03 05:00:00,5,6,8.0
2024-03-03 05:05:00,5,6,0.0
2024-03-03 05:10:00,5,6,15.0
2024-03-03 05:15:00,5,6,14.0
2024-03-03 05:20:00,5,6,19.0
2024-03-03 05:25:00,5,6,27.0
2024-03-03 05:30:00,5,6,11.0
2024-03-03 05:35:00,5,6,36.0
2024-03-03 05:40:00,5,6,17.0
2024-03-03 05:45:00,5,6,21.0
2024-03-03 05:50:00,5,6,12.0
2024-03-03 05:55:00,5,6,19.0
2024-03-03 06:00:00,6,6,41.0
2024-03-03 06:05:00,6,6,34.0
2024-03-03 06:10:00,6,6,35.0
2024-03-03 06:15:00,6,6,27.0
2024-03-03 06:20:00,6,6,33.0
2024-03-03 06:25:00,6,6,41.0
2024-03-03 06:30:00,6,6,46.0
2024-03-03 06:35:00,6,6,43.0
2024-03-03 06:40:00,6,6,31.0
2024-03-03 06:45:00,6,6,26.0
2024-03-03 06:50:00,6,6,25.0
2024-03-03 06:55:00,6,6,30.0
2024-03-03 07:00:00,7,6,26.0
2024-03-03 07:05:00,7,6,29.0
2024-03-03 07:10:00,7,6,22.0
2024-03-03 07:15:00,7,6,29.0
2024-03-03 07:20:00,7,6,29.0
